CAR_DIEZ,NCC_DIEZ,NCA_DIEZ,NCP_DIEZ,NAC_DIEZ,NAA_DIEZ,NAP_DIEZ,EPA_DIEZ,SEMESTRES_CURSADOS,NOTA_EI_IB,VECES_EI_IB,CREDITOS_EI_IB,NOTA_EI_IIB,VECES_EI_IIB,CREDITOS_EI_IIB,NOTA_EI_IIIB,VECES_EI_IIIB,CREDITOS_EI_IIIB,NOTA_EE_CUATRO,VECES_EE_CUATRO,CREDITOS_EE_CUATRO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_ELEC_IND,VECES_ELEC_IND,CREDITOS_ELEC_IND,NOTA_TGDOS,VECES_TGDOS,CREDITOS_TGDOS
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,50,0,3,36,0,3,46,1,3,46,1,1,37,1,2,45,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,6,5,1,1,13,48,1,3,43,0,3,37,0,3,0,1,1,46,1,2,47,1,3,25,2,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,11,42,1,3,47,0,3,40,0,3,0,1,1,42,1,2,45,1,3,50,1,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,14,48,0,3,50,0,3,45,0,3,0,1,1,45,1,2,36,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,50,1,3,44,1,3,46,0,3,39,1,1,30,1,2,47,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,13,44,0,3,38,0,3,39,1,3,0,1,1,50,1,2,47,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,11,7,4,4,0,2,14,36,0,3,38,1,3,0,1,3,0,1,1,47,1,2,36,1,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,11,45,0,3,47,1,3,45,1,3,42,1,1,42,1,2,49,1,3,46,1,3
1,18,18,0,7,6,1,1,14,37,0,3,38,2,3,40,0,3,45,1,1,50,1,2,33,1,3,50,1,3
0,18,17,1,6,6,0,1,12,35,0,3,42,0,3,45,1,3,0,1,1,36,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,11,47,0,3,43,1,3,45,1,3,0,1,1,43,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,40,0,3,41,0,3,45,0,3,37,1,1,45,1,2,45,1,3,50,1,3
0,18,18,0,7,7,0,1,14,41,0,3,42,1,3,31,1,3,45,1,1,34,1,2,46,1,3,50,1,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,11,39,0,3,48,1,3,45,0,3,50,1,1,47,1,2,43,1,3,49,1,3
0,18,17,1,6,6,0,1,11,38,0,3,41,1,3,36,0,3,0,1,1,45,1,2,43,1,3,46,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,11,45,0,3,43,0,3,45,0,3,47,1,1,46,1,2,46,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,15,3,6,6,0,1,14,43,0,3,48,1,3,0,0,3,46,1,1,37,1,2,42,1,3,50,1,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,46,0,3,33,0,3,43,1,3,41,1,1,37,1,2,43,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,6,0,0,3,0,0,3,0,0,3,0,1,1,39,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,11,39,0,3,44,1,3,47,0,3,0,1,1,50,1,2,49,1,3,50,1,3
0,18,2,16,1,1,0,2,8,0,0,3,0,0,3,0,0,3,0,1,1,46,1,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,37,0,3,44,0,3,47,1,3,46,1,1,50,1,2,49,1,3,50,1,3
0,18,15,3,6,6,0,1,12,44,0,3,46,0,3,45,0,3,49,1,1,43,1,2,31,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,11,47,0,3,46,1,3,46,0,3,43,1,1,44,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,15,3,6,6,0,1,14,45,0,3,40,1,3,43,0,3,49,1,1,50,1,2,34,1,3,0,0,3
0,18,17,1,6,6,0,1,11,40,0,3,45,0,3,48,1,3,0,1,1,47,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,45,0,3,40,1,3,47,0,3,48,1,1,43,1,2,44,1,3,50,1,3
0,18,18,0,7,7,0,1,14,45,0,3,36,0,3,35,1,3,40,1,1,42,1,2,35,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,11,47,0,3,45,1,3,43,1,3,47,1,1,36,1,2,49,1,3,50,1,3
0,18,15,3,7,7,0,1,15,27,0,3,35,1,3,30,0,3,45,1,1,30,1,2,31,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,34,0,3,42,0,3,45,1,3,39,1,1,42,1,2,47,1,3,50,1,3
0,18,17,1,6,6,0,1,12,50,0,3,31,0,3,46,0,3,0,1,1,42,1,2,46,1,3,48,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,11,7,4,4,0,2,15,49,0,3,35,1,3,0,1,3,0,1,1,47,1,2,33,1,3,0,0,3
0,18,11,7,4,4,0,2,15,40,0,3,34,1,3,0,1,3,0,1,1,48,1,2,42,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,18,0,7,6,1,1,12,46,0,3,30,2,3,33,0,3,50,1,1,35,1,2,41,1,3,48,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,36,0,3,43,1,3,40,1,3,48,1,1,34,1,2,37,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,15,3,6,6,0,1,15,41,0,3,34,1,3,36,0,3,44,1,1,37,1,2,43,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,6,5,1,1,12,47,0,3,44,1,3,38,0,3,0,1,1,48,1,2,47,1,3,28,2,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,44,0,3,49,1,3,47,1,3,44,1,1,45,1,2,50,1,3,50,1,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,46,0,3,49,0,3,45,0,3,47,1,1,45,1,2,47,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,18,0,7,6,1,1,12,47,0,3,42,1,3,46,0,3,44,1,1,50,1,2,44,1,3,30,2,3
0,18,18,0,7,7,0,1,14,40,0,3,48,0,3,50,0,3,50,1,1,50,1,2,37,1,3,50,1,3
0,18,18,0,7,7,0,1,11,45,0,3,40,1,3,44,1,3,50,1,1,50,1,2,49,1,3,50,1,3
0,18,18,0,7,7,0,1,14,34,0,3,44,0,3,43,1,3,50,1,1,44,1,2,39,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,15,3,7,6,1,1,15,34,0,3,36,1,3,42,0,3,42,1,1,48,1,2,18,2,3,50,1,3
0,18,12,6,5,5,0,2,14,35,0,3,31,1,3,0,0,3,48,1,1,42,1,2,34,1,3,0,0,3
0,18,17,1,6,6,0,1,15,41,1,3,42,1,3,41,0,3,0,1,1,47,1,2,43,1,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,11,37,0,3,45,1,3,40,0,3,0,1,1,33,1,2,49,1,3,50,1,3
0,18,18,0,7,7,0,1,11,46,0,3,40,1,3,46,1,3,50,1,1,41,1,2,50,1,3,50,1,3
2,18,13,5,7,5,2,1,15,47,0,3,41,1,3,40,0,3,45,1,1,22,2,2,17,2,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,17,1,6,5,1,1,14,42,0,3,38,2,3,44,0,3,0,1,1,39,1,2,39,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,43,0,3,50,0,3,45,0,3,43,1,1,42,1,2,49,1,3,49,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,15,40,0,3,41,1,3,44,0,3,50,1,1,41,1,2,44,1,3,46,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,15,3,6,6,0,1,14,40,0,3,38,0,3,44,0,3,44,1,1,34,1,2,37,1,3,0,0,3
0,18,2,16,1,1,0,2,7,0,0,3,0,0,3,0,0,3,0,1,1,38,1,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,13,46,0,3,40,1,3,46,1,3,0,1,1,50,1,2,40,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,13,45,0,3,44,1,3,45,1,3,0,1,1,42,1,2,44,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,14,44,0,3,38,0,3,50,1,3,0,1,1,40,1,2,47,1,3,45,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,12,0,0,3,0,0,3,0,0,3,0,1,1,38,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,13,47,0,3,41,1,3,39,0,3,50,1,1,33,1,2,42,1,3,50,1,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,8,10,3,3,0,2,13,41,0,3,37,0,3,0,0,3,0,1,1,42,1,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,11,0,0,3,0,0,3,0,0,3,0,1,1,37,1,2,0,0,3,0,0,3
0,18,12,6,5,5,0,2,14,44,0,3,43,0,3,38,0,3,34,1,1,30,1,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,9,0,0,3,0,0,3,0,0,3,0,1,1,45,1,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,12,0,0,3,0,0,3,0,0,3,0,1,1,38,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,44,1,3,39,1,3,40,0,3,50,1,1,41,1,2,40,1,3,48,1,3
0,18,2,16,1,1,0,2,9,0,0,3,0,0,3,0,0,3,0,1,1,44,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,15,3,6,6,0,1,13,42,0,3,33,0,3,46,1,3,50,1,1,43,1,2,38,1,3,0,0,3
0,18,18,0,7,7,0,1,14,34,0,3,44,0,3,41,1,3,44,1,1,44,1,2,40,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,13,50,0,3,42,1,3,38,0,3,0,1,1,49,1,2,35,1,3,50,1,3
0,18,17,1,6,6,0,1,12,49,1,3,45,1,3,40,0,3,0,1,1,42,1,2,39,1,3,50,1,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,15,3,6,5,1,1,14,49,2,3,40,0,3,48,0,3,45,1,1,37,1,2,50,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,34,0,3,36,1,3,33,0,3,35,1,1,43,1,2,32,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,8,10,3,2,1,2,14,34,0,3,0,0,3,0,0,3,0,1,1,32,2,2,50,1,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,16,2,7,5,2,1,14,33,1,3,41,1,3,38,0,3,46,1,1,26.5,2,2,31.5,2,3,50,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,14,4,5,5,0,1,14,38,0,3,43,0,3,47,1,3,0,1,1,45,1,2,50,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,14,4,5,5,0,2,14,35,0,3,41,1,3,43,0,3,0,1,1,39,1,2,42,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,0,18,1,1,0,2,6,0,0,3,0,0,3,0,0,3,0,1,1,15,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,14,0,0,3,0,0,3,0,0,3,0,1,1,35,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,38,1,3,38,0,3,36,0,3,43,1,1,42,1,2,44,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,32,1,3,37,0,3,45,1,3,44,1,1,43,1,2,44,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,5,0,0,3,0,0,3,0,0,3,0,1,1,33,1,2,0,0,3,0,0,3
0,18,14,4,5,5,0,2,13,36,0,3,40,1,3,39,0,3,0,1,1,30,1,2,30,1,3,0,0,3
0,18,17,1,6,6,0,1,13,50,0,3,46,1,3,43,0,3,0,1,1,49,1,2,43,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,43,0,3,42,0,3,37,0,3,48,1,1,41,1,2,35,1,3,50,1,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,14,32,0,3,38,1,3,40,0,3,0,1,1,34,1,2,41,1,3,50,1,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
